term,estimate,std.error,statistic,p.value,conf.low,conf.high,df,outcome,model
gen_health,-0.1522425361225578,0.04003886615636972,-3.802368816538971,0.0036461374432303706,-0.2417887517960095,-0.06269632044910611,9.732052206798611,Stress,M2
perceived_risk,0.03276417545528625,0.005843185583190295,5.607245395310119,6.302877805832008e-4,0.019138338691926052,0.046390012218646456,7.519285730214414,Stress,M2
risk_self,0.20678119353366162,0.08300520002262637,2.491183606295692,0.03131642429609832,0.022538203570414084,0.39102418349690915,10.290012361675974,Stress,M2
health_trust,-0.0681371991836811,0.035296026584228354,-1.9304495655079617,0.08478378695260412,-0.14767259503310737,0.011398196665745194,9.235875496194,Stress,M2
(Intercept),0.035399010571641076,0.4575345108943468,0.07736905026562109,0.9402616060612918,-1.0228052627356476,1.0936032838789298,7.866374897452235,Stress,M3
countryNepal,-0.2554520966652099,0.17706906630626587,-1.442669247622109,0.19751698258485098,-0.6850401989623665,0.1741360056319467,6.219782519203031,Stress,M3
countryVietnam,-0.1259692626313086,0.18331184311137974,-0.6871856203789847,0.5188936821553132,-0.5801397097952511,0.3282011845326339,5.707941940228673,Stress,M3
age,-0.00826495743830258,0.00368074747793514,-2.2454562525270365,0.04789638804485275,-0.016437461625952936,-9.245325065222569e-5,10.265993173881926,Stress,M3
female,0.13599114495565115,0.08657972010626494,1.570704372672265,0.14855199346482892,-0.05798062651882921,0.32996291643013154,9.612219130749441,Stress,M3
ethnicity_minority,-0.07842653313759021,0.08031200607730889,-0.976523149752931,0.36300381571161094,-0.2704079142387563,0.11355484796357593,6.645403636306247,Stress,M3
education,0.049155075692085416,0.05032598781153021,0.9767334498464326,0.35178528381497154,-0.06301062458252998,0.1613207759667008,9.978726805089263,Stress,M3
employmentPart-time/casual,-0.08036413868723376,0.07001846993065593,-1.1477562815471953,0.2790256780905099,-0.23739198301007647,0.07666370563560897,9.543716816221629,Stress,M3
employmentStudent,0.17852759711716465,0.12126814619124279,1.472172229264743,0.17833362644511036,-0.09999734488457424,0.45705253911890353,8.18907799452705,Stress,M3
employmentNot working,-0.11552859007208896,0.07882106965400656,-1.465706956010797,0.18002890242056002,-0.296551167379591,0.06549398723541308,8.192075079853044,Stress,M3
comorbidity,0.28762090533239854,0.0753069226001209,3.8193156140460425,0.003680631293651993,0.11871851640349407,0.456523294261303,9.538050078535495,Stress,M3
gen_health,-0.09826428869847063,0.046233723147485827,-2.125381258719031,0.06202553893638424,-0.20260763785761943,0.006079060460678173,9.140529256121505,Stress,M3
perceived_risk,0.01874410346332431,0.005180786995045846,3.6180031105792336,0.007411214582053661,0.006688028215447287,0.030800178711201335,7.604032238134724,Stress,M3
risk_self,0.13097906209120092,0.06432117895223197,2.0363286902510342,0.0698123265934962,-0.012852831906585649,0.2748109560889875,9.742372118475016,Stress,M3
health_trust,-0.036872375129219974,0.03215332510373794,-1.14676709205834,0.28176429989029117,-0.10988585157062211,0.03614110131218216,8.780896452397585,Stress,M3
worry_health_fear,0.016194525117932488,0.03747873964018033,0.43209897860520924,0.6764371064854031,-0.06937351445855199,0.10176256469441695,8.488473877088417,Stress,M3
worry_economic,0.0404960566112301,0.028991358856164374,1.3968319599003378,0.20034448211658312,-0.026470386867290238,0.10746250008975043,7.9236806629543235,Stress,M3
worry_basic_needs,0.053708201746796545,0.03080973124462426,1.7432220138618593,0.11308105700842672,-0.015304202064050303,0.12272060555764339,9.62522484126263,Stress,M3
worry_social,0.051022315768037466,0.02681328328268268,1.9028746024918983,0.08657573373293635,-0.008821647248156789,0.11086627878423172,9.877909091601156,Stress,M3
worry_safety_stigma,0.04539965273409236,0.042219426750495025,1.075326128949869,0.31613847614632573,-0.05340989384446098,0.1442091993126457,7.376424510691614,Stress,M3
livelihood_disruption,0.006669001155042878,0.012296128879926692,0.5423659120822941,0.602746337060029,-0.02182464483875317,0.035162647148838926,7.78220744799884,Stress,M3
(Intercept),-0.9477414487381591,0.7842240770239326,-1.2085084818292775,0.2633492685363813,-2.775218995456781,0.8797360979804628,7.547358488738602,Stress,M4
countryNepal,-0.27777091516038804,0.2566493524956821,-1.082297354188966,0.3202414454484654,-0.9040597484975035,0.34851791817672734,6.068304799405868,Stress,M4
countryVietnam,-0.06835085002497085,0.2675099789144247,-0.2555076648069117,0.8061695903123441,-0.709870164390354,0.5731684643404122,6.54806977933883,Stress,M4
age,-0.007552596904407123,0.0043383071680443384,-1.740908748932997,0.11565157546193618,-0.0173650032116341,0.0022598094028198545,9.009193157918512,Stress,M4
female,0.20202062958001268,0.10239717891172567,1.972912063858421,0.08004246708638706,-0.029701692766352566,0.4337429519263779,8.978695318940128,Stress,M4
ethnicity_minority,-0.07161145034385899,0.12989091186362337,-0.5513199446859388,0.6002277867201828,-0.385104848694384,0.24188194800666604,6.362490733215069,Stress,M4
education,0.07170261791335757,0.04941030515314435,1.4511672755535407,0.1809662437974508,-0.040219610882113885,0.183624846708829,8.92240432280322,Stress,M4
employmentPart-time/casual,-0.03353656352960601,0.07606286719584839,-0.44090585545842376,0.6691063599082507,-0.2041345835098514,0.13706145645063936,9.53798819542561,Stress,M4
employmentStudent,-0.19024592170704147,0.18294815871373674,-1.039889786508995,0.3461558123982084,-0.6608954719173292,0.28040362850324635,4.987092461202259,Stress,M4
employmentNot working,-0.10714829146897462,0.09122242182620095,-1.1745828418490796,0.27041278882923336,-0.3136265688418805,0.09932998590393127,8.96614907356373,Stress,M4
comorbidity,0.37309518618493204,0.09859352875348709,3.78417519792582,0.004399936334044619,0.1497196355994617,0.5964707367704024,8.910620197832763,Stress,M4
gen_health,0.02330353828753593,0.08048085345588796,0.28955381667651847,0.7794757732712299,-0.162086956523599,0.20869403309867085,8.049555262722963,Stress,M4
perceived_risk,0.020129746663054244,0.005567935504986668,3.6152981019672286,0.008039684968420982,0.007060095342875524,0.033199397983232966,7.264117539966193,Stress,M4
risk_self,0.14102591646401216,0.09917376839869528,1.4220082461429133,0.1877738018751676,-0.08231634039721891,0.36436817332524324,9.273452611146077,Stress,M4
health_trust,-0.04784324645676067,0.048769856916957274,-0.9810003449102919,0.35428338771996176,-0.15957812681654968,0.06389163390302835,8.311122188693982,Stress,M4
worry_health_fear,-0.023311788455693084,0.04995944504453065,-0.4666142395079539,0.6523993761899938,-0.13718232738359715,0.09055875047221099,8.577442270593567,Stress,M4
worry_economic,0.036640622442223374,0.039317097307279905,0.9319259292175428,0.3829982823817593,-0.056713262112622474,0.12999450699706921,6.86081133501222,Stress,M4
worry_basic_needs,0.08273829005271972,0.05491816460237661,1.5065742027573001,0.16655673189438258,-0.04170588143050673,0.20718246153594616,8.901138038151755,Stress,M4
worry_social,0.03962941601678275,0.03063304072962416,1.2936820855155429,0.2289219576497187,-0.029984908263256844,0.10924374029682235,8.738362176662687,Stress,M4
worry_safety_stigma,0.0266112133064549,0.06282489241584843,0.42357753882507027,0.6838838980648286,-0.12025941144133252,0.17348183805424233,7.419701792214798,Stress,M4
livelihood_disruption,0.0043177717491374844,0.0180633314207654,0.23903518396245685,0.8171550313241092,-0.0374189375909333,0.046054481089208274,7.910051298932973,Stress,M4
compliance,0.0029566071337610547,0.004896909072121002,0.6037700701027019,0.5664591539424373,-0.008805705748605518,0.014718920016127627,6.500181539550924,Stress,M4
prevention_evidence,0.0018820333917537273,0.011723231210996842,0.1605387932627574,0.8758083970139585,-0.02441461901401501,0.028178685797522467,9.530025893885155,Stress,M4
prevention_folk,0.014527407727057249,0.012964967162902328,1.1205124968326687,0.28781911707873237,-0.014228031790460663,0.04328284724457516,10.3512104306768,Stress,M4
support_score,0.011587522646724833,0.01529421354127556,0.7576409611028889,0.47002322951182085,-0.02357419572214926,0.04674924101559892,8.14202919540667,Stress,M4
