effect,term,estimate,std.error,statistic,df,p.value,conf.low,conf.high,country,outcome
fixed,worry_safety_stigma,0.19106318074287137,0.08824275804500631,2.1651995583073655,288.69440984533793,0.031191442968414862,0.01738244338847239,0.36474391809727036,Vietnam,Depression
fixed,livelihood_disruption,-0.0071149867630494945,0.022738122165936844,-0.3129100420485997,290.40574854964296,0.754573602012662,-0.051867394194890844,0.03763742066879185,Vietnam,Depression
fixed,(Intercept),0.23907365112024825,0.4969056906708325,0.48112480015572795,197.99473853397575,0.6309590680491336,-0.7408332158406239,1.2189805180811204,Vietnam,Anxiety
fixed,age,-0.008276615595332099,0.005529628282961951,-1.496776125229655,212.01376556763225,0.13593871256897874,-0.019176708876902378,0.00262347768623818,Vietnam,Anxiety
fixed,female,-0.03184513565237285,0.13347053938721315,-0.23859299436849132,174.34743164125354,0.8117014047066405,-0.29527112054911797,0.23158084924437228,Vietnam,Anxiety
fixed,ethnicity_minority,0.2153599208406773,0.14479722064475153,1.4873208192928353,277.6260041295291,0.13806494682363873,-0.06968000626926857,0.5003998479506231,Vietnam,Anxiety
fixed,education,0.043269894863802026,0.05361053527874403,0.8071155163593013,68.80099028032768,0.4223814296957795,-0.06368571594098768,0.15022550566859175,Vietnam,Anxiety
fixed,employmentPart-time/casual,0.2379366458464258,0.12609639290465707,1.8869425236162973,290.99839893011057,0.060163343354916,-0.010239919343391773,0.4861132110362434,Vietnam,Anxiety
fixed,employmentStudent,0.14105589037040994,0.2761342868767384,0.5108235270811367,276.96853631546736,0.6098815512813651,-0.4025326858610752,0.6846444666018952,Vietnam,Anxiety
fixed,employmentNot working,0.18399719737873754,0.14848878212243907,1.239131971781002,271.2744675516444,0.2163676430126245,-0.10833970322037939,0.4763340979778545,Vietnam,Anxiety
fixed,comorbidity,0.26769695343528693,0.09907408952779145,2.7019875197560586,288.3502160410486,0.007301013832516782,0.07269684502495993,0.46269706184561393,Vietnam,Anxiety
fixed,gen_health,-0.273909090332479,0.07787491633371295,-3.517295468526887,290.2798885731693,5.057829330037266e-4,-0.4271801600518054,-0.1206380206131526,Vietnam,Anxiety
fixed,perceived_risk,0.007064128688950391,0.010129112552188395,0.6974084504001474,273.8210955009407,0.4861389309994545,-0.012876704063185111,0.02700496144108589,Vietnam,Anxiety
fixed,risk_self,0.11555733209716075,0.09474423914236793,1.2196766066538136,286.8525312170651,0.22358936106206723,-0.0709247596608248,0.3020394238551463,Vietnam,Anxiety
fixed,health_trust,0.03137627064667204,0.03603002435507402,0.87083678704906,269.2597939639298,0.3846190106414068,-0.03956012373357042,0.1023126650269145,Vietnam,Anxiety
fixed,worry_health_fear,-0.08613874335348609,0.03616051650874514,-2.382121486916651,269.56829335160353,0.017907100885005068,-0.15733168459968097,-0.014945802107291212,Vietnam,Anxiety
fixed,worry_economic,0.021770125354580956,0.02791853095826261,0.7797733121103922,289.5467460157308,0.4361612350629437,-0.033178870631846165,0.07671912134100808,Vietnam,Anxiety
